Waterbody Name,Waterbody ID Code (WBIC),Invasive Species
Plover River,1402800,"Chinese Mystery Snail, Curly-Leaf Pondweed, Flowering Rush, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Plover River Flowage,1403000,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife"
Poncho Creek,269600,Banded Mystery Snail
Rinehart Lake,278600,"Banded Mystery Snail, Purple Loosestrife"
Spring Creek,266800,Rusty Crayfish
Spring Lake,267200,"Banded Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife"
Springville Pond,1402300,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Japanese knotweed (Fallopia japonica), Ornamental water lilies (non-native Nymphaea sp.), Phragmites (non-native), Rusty Crayfish, Yellow Iris"
Stoltenburg Creek,268700,Banded Mystery Snail
Stoltenburg Lake,199400,Banded Mystery Snail
Sunset Lake,199700,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Thomas Lake,200300,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Phragmites (non-native)"
Tomorrow River,270400,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Tree Lake,289400,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed"
Unnamed,267500,Rusty Crayfish
Unnamed,267600,Banded Mystery Snail
Unnamed,269000,Banded Mystery Snail
Unnamed,269800,Banded Mystery Snail
Unnamed,269900,Banded Mystery Snail
Unnamed,270100,Banded Mystery Snail
Unnamed,270300,Banded Mystery Snail
Unnamed,1399200,Eurasian Water-Milfoil
Unnamed,1399300,Eurasian Water-Milfoil
Unnamed,1400300,Eurasian Water-Milfoil
Unnamed,1400400,Eurasian Water-Milfoil
Unnamed,1400500,Eurasian Water-Milfoil
Unnamed,1400700,Eurasian Water-Milfoil
Unnamed,1400900,Eurasian Water-Milfoil
Unnamed,5015316,Eurasian Water-Milfoil
Unnamed,5015492,Eurasian Water-Milfoil
Unnamed,5015493,Eurasian Water-Milfoil
Unnamed,5015517,Eurasian Water-Milfoil
Unnamed,5015556,Eurasian Water-Milfoil
Unnamed,5015586,Eurasian Water-Milfoil
Unnamed,5015676,Eurasian Water-Milfoil
Unnamed,5015683,Eurasian Water-Milfoil
Unnamed,5015701,Eurasian Water-Milfoil
Unnamed,5015768,Eurasian Water-Milfoil
Unnamed,5015862,Eurasian Water-Milfoil
Unnamed,5015911,Eurasian Water-Milfoil
Unnamed,5015940,Eurasian Water-Milfoil
Unnamed,5015954,Eurasian Water-Milfoil
Unnamed,5015983,Banded Mystery Snail
Unnamed,5015993,Eurasian Water-Milfoil
Unnamed,5016200,Eurasian Water-Milfoil
Unnamed,5016257,Eurasian Water-Milfoil
Unnamed,5016334,Eurasian Water-Milfoil
Unnamed,5016392,Eurasian Water-Milfoil
Unnamed,5016416,Eurasian Water-Milfoil
Unnamed,5016464,Eurasian Water-Milfoil
Unnamed,5016518,Eurasian Water-Milfoil
Unnamed,5016624,Eurasian Water-Milfoil
Unnamed,5016630,Eurasian Water-Milfoil
Unnamed,5016700,Eurasian Water-Milfoil
Unnamed,5016713,Banded Mystery Snail
Unnamed,5016714,Eurasian Water-Milfoil
Unnamed,5016752,Eurasian Water-Milfoil
Unnamed,5017876,Banded Mystery Snail
Unnamed,5542724,Eurasian Water-Milfoil
Unnamed,5542745,Eurasian Water-Milfoil
Unnamed,5544338,Eurasian Water-Milfoil
Unnamed,5544340,Eurasian Water-Milfoil
Unnamed,5545791,Purple Loosestrife
Unnamed,5545806,Purple Loosestrife
Unnamed,5548247,Rusty Crayfish
Washburn Lake,1177900,"Chinese Mystery Snail, Curly-Leaf Pondweed"
Waupaca River,257400,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Japanese knotweed (Fallopia japonica), Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Wazeecha Lake,1391200,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish, Zebra Mussel"
Wisconsin R Fl C3-Stevens Pt,1409400,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Wisconsin River,1179900,"Eurasian Water-Milfoil, Purple Loosestrife, Yellow Iris"
Wisconsin River Flowage Number 1 51,1402700,Curly-Leaf Pondweed
Wolf Lake,241100,"Banded Mystery Snail, Eurasian Water-Milfoil, Phragmites (non-native), Purple Loosestrife"
Price County (33),,
Big Dardis Lake,2244200,"Chinese Mystery Snail, Curly-Leaf Pondweed"
Blockhouse Lake,2256800,Chinese Mystery Snail
Butternut Creek,2282300,"Ornamental water lilies (non-native Nymphaea sp.), Yellow Iris"
Butternut Lake,2283300,"Banded Mystery Snail, Chinese Mystery Snail, Ornamental water lilies (non-native Nymphaea sp.), Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Cranberry Lake,2217000,Purple Loosestrife
Crowley Flowage 802,2287200,Chinese Mystery Snail
Deer Lake,2239100,"Chinese Mystery Snail, Purple Loosestrife"
Duroy Lake,2240100,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish"
Elk Lake,2240000,"Banded Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Elk River,2236500,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Flambeau River,2225000,Chinese Mystery Snail
Grassy Lake,2238100,Eurasian Water-Milfoil
Hoffman Creek,2244000,Rusty Crayfish
Hultman Lake,1513900,"Chinese Mystery Snail, Rusty Crayfish"
Lac Sault Dore,2236800,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Little Elk River,2240200,Rusty Crayfish
Long Lake,2239300,Eurasian Water-Milfoil
Musser Flowage,2245100,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil"
North Spirit Lake,1515200,"Chinese Mystery Snail, Rusty Crayfish"
Pike Lake,2268300,"Chinese Mystery Snail, Purple Loosestrife, Rusty Crayfish"
Round Lake,2267800,"Chinese Mystery Snail, Phragmites (non-native), Purple Loosestrife"
Sailor Creek Flowage,2252200,"Chinese Mystery Snail, Purple Loosestrife"
Sailor Lake,2254800,"Chinese Mystery Snail, Purple Loosestrife"
Solberg Lake,2242500,"Chinese Mystery Snail, Curly-Leaf Pondweed"
Spirit Lake,1513000,"Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Spirit River,1506500,Rusty Crayfish
Stone Lake,1513800,"Chinese Mystery Snail, Rusty Crayfish"
Turner Lake,2268500,"Chinese Mystery Snail, Purple Loosestrife, Rusty Crayfish"
Twin Lakes,2264200,Chinese Mystery Snail
Upper Park Falls Flowage 760,2290500,Chinese Mystery Snail
Willow River,1529100,Rusty Crayfish
Wilson Lake,2239400,"Banded Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Worcester Lake,2210900,Chinese Mystery Snail
Racine County (55),,
Bohner Lake,750800,"Asiatic Clam (Corbicula), Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Ornamental water lilies (non-native Nymphaea sp.), Spiny Naiad, Zebra Mussel"
Browns Lake,750300,"Asiatic Clam (Corbicula), Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Spiny Naiad, Zebra Mussel"
Buena Lake,763500,Eurasian Water-Milfoil
Delmonte Lake,751800,"Curly-Leaf Pondweed, Yellow Iris"
Des Plaines River,734000,Rusty Crayfish
Eagle Lake,759800,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
East Branch Root River Canal,4900,Curly-Leaf Pondweed
Fox River,742500,"Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Hoods Creek,3100,Rusty Crayfish
Husher Creek,3500,Rusty Crayfish
Lake Denoon,761300,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Starry Stonewort, Zebra Mussel"
Lake Michigan,20,"Eurasian Water-Milfoil, Zebra Mussel"
Long Lake,759000,Eurasian Water-Milfoil
Long Lake,761100,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Spiny Naiad, Starry Stonewort, Zebra Mussel"
North Branch Pike River,1900,"Hairy Willow Herb, Reed Manna Grass, Round Goby, Rusty Crayfish"
Pike River,5039530,"Round Goby, Rusty Crayfish"
Quarry Lake,400,Zebra Mussel
Rockland Lake,741600,Eurasian Water-Milfoil
Root River,2900,"Chinese Mystery Snail, Lesser celandine (Ranunculus ficaria), Purple Loosestrife, Reed Manna Grass, Round Goby, Rusty Crayfish"
Root River Canal,4300,"Java Waterdrop / Vietnamese Water Celery, Rusty Crayfish"
Spring Brook,750400,"Ornamental water lilies (non-native Nymphaea sp.), Rusty Crayfish, Spiny Naiad, Zebra Mussel"
Tahoe Lake,752000,"Curly-Leaf Pondweed, Phragmites (non-native)"
Tichigan Creek,763700,Phragmites (non-native)
Tichigan Lake,763600,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Flowering Rush, Purple Loosestrife, Zebra Mussel"
Unnamed,1400,Round Goby
Unnamed,1500,Round Goby
Unnamed,2100,Round Goby
Unnamed,2200,Round Goby
Unnamed,2300,Round Goby
Unnamed,2400,Round Goby
Unnamed,2450,Round Goby
Unnamed,4350,Rusty Crayfish
Unnamed,4370,Rusty Crayfish
Unnamed,760700,"Chinese Mystery Snail, Purple Loosestrife, Starry Stonewort, Zebra Mussel"
Unnamed,4000057,Phragmites (non-native)
Unnamed,5038215,"Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Starry Stonewort"
Unnamed,5038275,"Java Waterdrop / Vietnamese Water Celery, Rusty Crayfish"
Unnamed,5038280,"Java Waterdrop / Vietnamese Water Celery, Rusty Crayfish"
Unnamed,5038310,"Java Waterdrop / Vietnamese Water Celery, Rusty Crayfish"
Unnamed,5038325,Rusty Crayfish
Unnamed,5038396,Rusty Crayfish
Unnamed,5038530,Rusty Crayfish
Unnamed,5039642,Round Goby
Unnamed,5040046,Round Goby
Unnamed,5040156,Round Goby
Unnamed,5040181,Round Goby
Unnamed,5040259,Round Goby
Unnamed,5040327,Round Goby
Unnamed,5577595,Rusty Crayfish
Unnamed,5577606,Rusty Crayfish
Waubeesee Lake,760900,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Starry Stonewort, Zebra Mussel"
West Branch Root River Canal,4500,Rusty Crayfish
White River,751200,Rusty Crayfish
Wind Lake,761700,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Starry Stonewort, Zebra Mussel"
Wind Lake Canal,760200,Curly-Leaf Pondweed
Richland County (10),,
Garner Lake,1206900,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Kickapoo River,1182400,Curly-Leaf Pondweed
Lee Lake (Cazenovia Millpond),1283700,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife"
Long Lake,1236600,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Zebra Mussel"
Lower Lake,1206800,Curly-Leaf Pondweed
Pine River,1220600,Purple Loosestrife
Smith Lake,1236400,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Unnamed,5032344,Purple Loosestrife
Unnamed,5568073,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife"
Wisconsin River - Unnamed Channel,1236500,"Curly-Leaf Pondweed, Zebra Mussel"
Rock County (41),,
Allen Creek,883700,"Eurasian Water-Milfoil, Rusty Crayfish"
Badfish Creek,799500,"Japanese knotweed (Fallopia japonica), Purple Loosestrife"
Cherokee Lake,806500,Chinese Mystery Snail
Clear Lake,775000,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Decatur Lake,879400,Asiatic Clam (Corbicula)
Dunkirk Millpond 442,5577143,Chinese Mystery Snail
Gibbs Creek,798800,Phragmites (non-native)
Gibbs Lake,799200,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Phragmites (non-native)"
Kiwanis Pond,777000,"Asiatic Clam (Corbicula), Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Lake Kegonsa,802600,Chinese Mystery Snail
Lake Koshkonong,808700,"Curly-Leaf Pondweed, Zebra Mussel"
Lake Mendota,805400,Chinese Mystery Snail
Lake Monona,804600,Chinese Mystery Snail
Lake Waubesa,803700,Chinese Mystery Snail
Leota Lake,884700,"Phragmites (non-native), Rusty Crayfish"
Lions Park Pond ,777800,"Asiatic Clam (Corbicula), Curly-Leaf Pondweed"
Little Gibbs Lake,799300,Curly-Leaf Pondweed
Mud Lake,803400,Chinese Mystery Snail
Raccoon Creek,874000,Rusty Crayfish
Rock River,788800,"Curly-Leaf Pondweed, Yellow Iris"
Spauldings Pond,780000,"Eurasian Water-Milfoil, Phragmites (non-native)"
Spring Brook,796800,"Asiatic Clam (Corbicula), Curly-Leaf Pondweed"
Stebbinsville Pond,801250,Chinese Mystery Snail
Storrs Lake,780300,"Brittle Waternymph, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Phragmites (non-native), Spiny Naiad"
Stoughton Millpond 429,802000,Chinese Mystery Snail
Sugar River,875300,Asiatic Clam (Corbicula)
Taylor Creek,876300,Curly-Leaf Pondweed
Turtle Creek,790300,"Asiatic Clam (Corbicula), Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Japanese knotweed (Fallopia japonica), Purple Loosestrife, Rusty Crayfish"
Unnamed,807100,Chinese Mystery Snail
Unnamed,5034240,Chinese Mystery Snail
Unnamed,5034320,Chinese Mystery Snail
Unnamed,5034329,Chinese Mystery Snail
Unnamed,5034330,Chinese Mystery Snail
Unnamed,5038982,Purple Loosestrife
Unnamed,5040630,Curly-Leaf Pondweed
Unnamed,5040648,Curly-Leaf Pondweed
Unnamed,5580930,Flowering Rush
Unnamed,5588729,Chinese Mystery Snail
Unnamed,7215142,Eurasian Water-Milfoil
Upper Mud Lake,804000,Chinese Mystery Snail
Yahara River,798300,"Chinese Mystery Snail, Curly-Leaf Pondweed"
Rusk County (29),,
Amacoy Lake,2359700,"Chinese Mystery Snail, Curly-Leaf Pondweed"
Bass Lake,1833000,Chinese Mystery Snail
Big Falls Flowage,2230100,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Chain Lake,2350500,"Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Chippewa River,2050000,Hybrid Eurasian / Northern Water-Milfoil
Clear Lake,2350600,"Chinese Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish"
Dairyland Reservoir (Flambeau),2229200,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Deer Tail Creek,2221700,Rusty Crayfish
Devils Creek,2366600,Rusty Crayfish
Dickey Lake,1844800,Eurasian Water-Milfoil
Fireside Lakes,2349600,"Chinese Mystery Snail, Curly-Leaf Pondweed"
Flambeau River,2225000,"Chinese Mystery Snail, Purple Loosestrife"
Hemlock Creek,2109700,"Banded Mystery Snail, Chinese Mystery Snail, Japanese Mystery Snail"
Holcombe Flowage,2184900,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Hybrid Eurasian / Northern Water-Milfoil, Rusty Crayfish"
Island Lake,2350200,"Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Jump River,2187000,Hybrid Eurasian / Northern Water-Milfoil
Ladysmith Flowage,2228700,"Purple Loosestrife, Rusty Crayfish"
Lea Flowage (Lea Lake),2361900,Eurasian Water-Milfoil
McCann Lake,2350400,"Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Meadow Brook,2227900,Rusty Crayfish
Murphy Flowage,2110900,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Japanese Mystery Snail"
Potato Lake,2355300,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Yellow Iris"
Pulaski Lake,1875900,"Banded Mystery Snail, Chinese Mystery Snail"
Sand Lake,2353600,Curly-Leaf Pondweed
Soft Maple Creek,2356600,Rusty Crayfish
Sucker Creek,2112200,Rusty Crayfish
Thornapple Flowage,2227500,"Purple Loosestrife, Rusty Crayfish"
Thornapple River,2360800,Rusty Crayfish
Unnamed,5005160,"Banded Mystery Snail, Chinese Mystery Snail, Japanese Mystery Snail"
Sauk County (38),,
Bakkens Pond,1236900,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Blass Lake,1295800,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Crossman Creek,1286700,Rusty Crayfish
Dell Creek,1295200,"Curly-Leaf Pondweed, Purple Loosestrife, Zebra Mussel"
Delton Lake,1295400,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Devils Lake,980900,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Phragmites (non-native)"
Dutch Hollow Creek,1286300,Hybrid Eurasian / Northern Water-Milfoil
Dutch Hollow Lake,1286500,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife"
Hemlock Slough,1286100,"Chinese Mystery Snail, Curly-Leaf Pondweed"
Hill Point Creek,1277700,Rusty Crayfish
Hill Slough,1241200,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Yellow Iris"
Honey Creek,1253900,Rusty Crayfish
Hutter Slough,1247000,Eurasian Water-Milfoil
Jones Slough,1247300,Eurasian Water-Milfoil
Lake Dellona,1296300,Curly-Leaf Pondweed
Lake Redstone,1280400,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Ornamental water lilies (non-native Nymphaea sp.), Purple Loosestrife, Yellow Iris"
Lake Wisconsin,1260600,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Flowering Rush, Purple Loosestrife, Zebra Mussel"
Leland Millpond,1256500,Curly-Leaf Pondweed
Long Lake,1236600,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Zebra Mussel"
Long Lake,1252500,Eurasian Water-Milfoil
Mirror Lake,1296000,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Narrows Creek,1276400,Rusty Crayfish
Spring Brook,1295600,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Unnamed,1236700,Eurasian Water-Milfoil
Unnamed,1246800,Eurasian Water-Milfoil
Unnamed,1297100,Curly-Leaf Pondweed
Unnamed,1297700,Curly-Leaf Pondweed
Unnamed,1298000,Curly-Leaf Pondweed
Unnamed,5028617,Curly-Leaf Pondweed
Unnamed,5029283,Curly-Leaf Pondweed
Unnamed,5031491,Rusty Crayfish
Unnamed,5031500,Rusty Crayfish
Unnamed,5031513,Rusty Crayfish
Unnamed,5573776,Eurasian Water-Milfoil
Virginia Lake,1278700,Curly-Leaf Pondweed
White Mound Lake,1258100,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Wisconsin River,1179900,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Wisconsin River - Unnamed Channel,1236500,"Curly-Leaf Pondweed, Zebra Mussel"
Sawyer County (55),,
Ashegon Lake,2448800,Chinese Mystery Snail
Barber Lake,2382300,Eurasian Water-Milfoil
Barker Lake,2400000,Chinese Mystery Snail
Birch Lake,2113000,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish"
Blueberry Lake,1835700,Banded Mystery Snail
Brunet River,2378400,Chinese Mystery Snail
Callahan Lake,2434700,Eurasian Water-Milfoil
Chippewa River,2050000,Purple Loosestrife
Clear Lake,1841300,"Banded Mystery Snail, Eurasian Water-Milfoil"
Clear Lake,2435800,Purple Loosestrife
Connors Lake,2275100,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish"
Couderay River,2384700,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil"
East Fork Chippewa River,2399800,Chinese Mystery Snail
Grindstone Lake,2391200,"Banded Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish"
Hayward Lake,2725500,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil"
Island Creek,2381700,"Banded Mystery Snail, Chinese Mystery Snail"
Island Lake,2381800,"Banded Mystery Snail, Chinese Mystery Snail"
Knuteson Creek,2113700,"Curly-Leaf Pondweed, Rusty Crayfish"
Knuteson Lake,2114300,Curly-Leaf Pondweed
Lac Courte Oreilles,2390800,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish"
Lake Chetac,2113300,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Japanese Mystery Snail, Rusty Crayfish"
Lake Chippewa,2399700,"Chinese Mystery Snail, Eurasian Water-Milfoil, Purple Loosestrife"
Lake Placid,2436500,Eurasian Water-Milfoil
Lake of the Pines,2275300,"Banded Mystery Snail, Chinese Mystery Snail"
Little Lac Courte Oreilles,2390500,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Little Round Lake,2395500,Eurasian Water-Milfoil
Lost Land Lake,2418600,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil"
Mud Lake,2382200,Eurasian Water-Milfoil
Mud Lake,2434800,Eurasian Water-Milfoil
Namekagon River,2689500,"Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife"
Nelson Lake,2704200,"Banded Mystery Snail, Chinese Mystery Snail, Ornamental water lilies (non-native Nymphaea sp.), Rusty Crayfish"
North Fork Chief River,2434000,"Eurasian Water-Milfoil, Purple Loosestrife"
Osprey Lake,2395100,"Eurasian Water-Milfoil, Purple Loosestrife"
Phipps Flowage,2727800,Purple Loosestrife
Radisson Flowage,2397400,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife"
Round Lake,2395600,"Banded Mystery Snail, Eurasian Water-Milfoil, Flowering Rush, Hybrid Eurasian / Northern Water-Milfoil, Rusty Crayfish"
Sand Lake,2393200,"Banded Mystery Snail, Chinese Mystery Snail, Japanese Mystery Snail, Rusty Crayfish"
Sissabagama Lake,2393500,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil"
Smith Lake,2726100,"Banded Mystery Snail, Chinese Mystery Snail, Japanese Mystery Snail, Purple Loosestrife"
Smith Lake Creek,2725600,Banded Mystery Snail
Spider Lake,2435700,"Banded Mystery Snail, Curly-Leaf Pondweed, Ornamental water lilies (non-native Nymphaea sp.)"
Spring Lake,2433100,Banded Mystery Snail
Sucker Creek,2112200,Rusty Crayfish
Teal Lake,2417000,"Chinese Mystery Snail, Eurasian Water-Milfoil"
Teal River,2416400,Eurasian Water-Milfoil
Teal River Flowage,2416900,Eurasian Water-Milfoil
Thirtythree Creek,2114000,Rusty Crayfish
Tiger Cat Flowage,2435000,"Banded Mystery Snail, Eurasian Water-Milfoil, Purple Loosestrife"
Totagatic Flowage,2703500,Curly-Leaf Pondweed
Totagatic River,2689800,"Curly-Leaf Pondweed, Ornamental water lilies (non-native Nymphaea sp.)"
Unnamed,2391100,"Curly-Leaf Pondweed, Rusty Crayfish"
